id,latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
9605720,37.79576,-122.40738,Apartment,Entire home/apt,1.5,2.0,30,$349.00 
9608262,37.74937,-122.42509,Condominium,Entire home/apt,1.0,2.0,21,$168.00 
9611854,37.76395,-122.49963,Apartment,Entire home/apt,1.0,1.0,30,$140.00 
9616042,37.78258,-122.48655,Loft,Entire home/apt,1.0,1.0,30,$139.00 
9650878,37.77297,-122.4369,Townhouse,Private room,1.0,1.0,1,$125.00 
9652136,37.74439,-122.4067,House,Entire home/apt,3.5,3.0,3,$300.00 
9683090,37.79716,-122.3988,Apartment,Entire home/apt,1.0,0.0,31,$140.00 
9695480,37.74762,-122.4751,Apartment,Entire home/apt,2.0,3.0,2,$499.00 
9716652,37.78781,-122.41637,Apartment,Private room,0.5,1.0,2,$85.00 
9717679,37.77718,-122.43091,Apartment,Private room,3.0,1.0,30,$60.00 
9730358,37.77542,-122.40853,House,Private room,1.0,1.0,2,$160.00 
9735841,37.71987,-122.43018,Apartment,Entire home/apt,1.0,1.0,30,$110.00 
9752333,37.74383,-122.43205,House,Entire home/apt,1.0,1.0,1,$135.00 
9752553,37.79356,-122.4366,Apartment,Entire home/apt,1.0,1.0,31,$300.00 
9760014,37.72091,-122.46372,House,Entire home/apt,1.0,2.0,3,$145.00 
9779327,37.75111,-122.43075,Apartment,Entire home/apt,2.0,2.0,30,$322.00 
9779853,37.76108,-122.40851,Apartment,Private room,1.5,1.0,31,$80.00 
9792467,37.73822,-122.41346,House,Entire home/apt,2.0,3.0,30,$275.00 
9837993,37.79077,-122.43973,Guest suite,Entire home/apt,1.0,1.0,3,$185.00 
9841955,37.78707,-122.41197,Apartment,Entire home/apt,1.0,0.0,30,$130.00 
9844630,37.75297,-122.43558,Apartment,Private room,1.0,1.0,30,$135.00 
9882522,37.75363,-122.42696,Townhouse,Private room,1.0,1.0,1,$97.00 
9882716,37.77426,-122.40192,Apartment,Entire home/apt,1.0,2.0,2,$275.00 
9903046,37.75081,-122.41637,House,Entire home/apt,4.0,4.0,1,$599.00 
9905129,37.76163,-122.45213,House,Entire home/apt,2.0,3.0,5,$500.00 
9909627,37.79921,-122.42248,Condominium,Entire home/apt,1.0,3.0,30,$217.00 
9910056,37.7626,-122.395,Apartment,Entire home/apt,1.0,0.0,30,$150.00 
9924449,37.75584,-122.40877,Apartment,Entire home/apt,1.0,2.0,3,$165.00 
9925099,37.75879,-122.40776,Condominium,Entire home/apt,1.5,2.0,5,$299.00 
9926871,37.72531,-122.40625,House,Private room,1.0,1.0,2,$70.00 
9937836,37.75826,-122.43266,Apartment,Entire home/apt,1.5,2.0,30,$168.00 
9945149,37.78665,-122.45959,Apartment,Entire home/apt,1.0,1.0,30,$159.00 
9949873,37.73964,-122.41049,House,Private room,2.0,1.0,30,$90.00 
9971053,37.77568,-122.41076,Condominium,Entire home/apt,2.0,2.0,3,$200.00 
9972077,37.76123,-122.45095,Apartment,Entire home/apt,1.0,1.0,2,$150.00 
9974744,37.7537,-122.42759,Condominium,Entire home/apt,1.0,3.0,30,$340.00 
9990865,37.75974,-122.43988,Apartment,Entire home/apt,2.0,3.0,3,$625.00 
9995426,37.73286,-122.42863,Guest suite,Entire home/apt,1.0,1.0,3,$140.00 
9996121,37.7345,-122.41339,House,Private room,1.0,1.0,1,$99.00 
9998508,37.75762,-122.44425,House,Entire home/apt,2.0,3.0,30,$300.00 
9998879,37.75504,-122.509,House,Entire home/apt,1.0,2.0,2,$220.00 
10000431,37.7856,-122.46617,Condominium,Entire home/apt,1.0,1.0,30,$210.00 
10000523,37.75569,-122.44122,Condominium,Private room,1.0,1.0,30,$90.00 
10023678,37.7341,-122.44876,House,Entire home/apt,2.0,3.0,2,$299.00 
10035487,37.76403,-122.46803,Guest suite,Entire home/apt,1.0,1.0,3,$145.00 
10040637,37.75319,-122.41509,Apartment,Private room,1.5,1.0,6,$133.00 
10043166,37.76483,-122.45131,Apartment,Entire home/apt,2.0,3.0,2,$400.00 
10052512,37.77605,-122.44131,Apartment,Entire home/apt,2.0,1.0,3,$349.00 
10058134,37.78509,-122.44298,Apartment,Entire home/apt,1.0,2.0,3,$350.00 
10058568,37.76719,-122.44824,Apartment,Entire home/apt,2.0,2.0,3,$215.00 
10067187,37.78877,-122.4083,Boutique hotel,Private room,1.0,1.0,5,$125.00 
10071349,37.79094,-122.41725,Apartment,Entire home/apt,1.0,0.0,30,$107.00 
10071808,37.79248,-122.41649,Apartment,Entire home/apt,1.0,0.0,30,$107.00 
10071932,37.75009,-122.41452,Guesthouse,Entire home/apt,1.0,1.0,30,$110.00 
10088395,37.76223,-122.43,Apartment,Private room,2.0,1.0,2,$133.00 
10089183,37.77477,-122.42512,Apartment,Entire home/apt,1.0,1.0,3,$150.00 
10099733,37.78909,-122.40993,Boutique hotel,Private room,1.0,1.0,3,$125.00 
10103881,37.7836,-122.39862,Condominium,Entire home/apt,2.0,2.0,31,$250.00 
10105531,37.76168,-122.42963,Apartment,Entire home/apt,1.0,1.0,30,$100.00 
10105584,37.80516,-122.40867,Apartment,Entire home/apt,1.0,1.0,4,$295.00 
10126146,37.79948,-122.44508,Townhouse,Entire home/apt,1.0,1.0,30,$195.00 
10126716,37.77508,-122.44398,House,Entire home/apt,1.5,4.0,1,$500.00 
10127523,37.76235,-122.39621,Apartment,Entire home/apt,2.0,2.0,30,$194.00 
10137578,37.73615,-122.41245,House,Private room,1.0,1.0,1,$86.00 
10156101,37.77886,-122.42209,Boutique hotel,Private room,2.0,2.0,1,$195.00 
10162904,37.76604,-122.42986,Apartment,Entire home/apt,1.0,1.0,30,$110.00 
10164802,37.77997,-122.42127,Apartment,Entire home/apt,1.0,0.0,2,$195.00 
10187948,37.75175,-122.43104,Apartment,Entire home/apt,2.0,2.0,30,$155.00 
10193457,37.74666,-122.50072,Apartment,Entire home/apt,1.0,1.0,3,$140.00 
10199931,37.789,-122.43939,House,Entire home/apt,3.0,3.0,4,$715.00 
10227655,37.78551,-122.47475,Apartment,Entire home/apt,2.0,2.0,3,$359.00 
10235526,37.7791,-122.40413,Loft,Private room,1.0,1.0,3,$179.00 
10273567,37.77587,-122.46651,House,Private room,1.0,1.0,2,$126.00 
10280888,37.73954,-122.45289,House,Private room,1.0,1.0,2,$69.00 
10282326,37.78889,-122.409,Boutique hotel,Private room,2.0,1.0,5,$279.00 
10282371,37.78938,-122.40815,Boutique hotel,Private room,1.0,1.0,5,$279.00 
10283094,37.75798,-122.41082,Apartment,Entire home/apt,2.0,4.0,30,$253.00 
10315192,37.75404,-122.47362,Apartment,Entire home/apt,1.0,2.0,30,$106.00 
10321776,37.73751,-122.50636,Guest suite,Entire home/apt,1.0,1.0,1,$135.00 
10333567,37.72398,-122.45637,House,Private room,1.0,1.0,2,$98.00 
10347570,37.75305,-122.43668,Loft,Entire home/apt,1.0,1.0,4,$165.00 
10362654,37.80626,-122.42239,Condominium,Entire home/apt,3.0,3.0,1,"$1,500.00 "
10367010,37.76013,-122.49562,Loft,Private room,1.0,1.0,1,$120.00 
10369097,37.77246,-122.44413,House,Entire home/apt,3.5,6.0,1,$888.00 
10369307,37.73085,-122.39665,House,Entire home/apt,1.0,2.0,2,$167.00 
10379560,37.75103,-122.50651,House,Private room,1.0,1.0,2,$99.00 
10379822,37.77672,-122.44964,House,Entire home/apt,2.5,4.0,4,$899.00 
10385321,37.72583,-122.43042,Guest suite,Entire home/apt,1.0,1.0,2,$100.00 
10385906,37.76984,-122.4461,Apartment,Entire home/apt,1.0,2.0,30,$127.00 
10389781,37.765,-122.42912,Apartment,Entire home/apt,1.5,2.0,30,$180.00 
10393552,37.78842,-122.41016,Hotel,Private room,1.0,0.0,1,$235.00 
10406646,37.75725,-122.40931,Apartment,Entire home/apt,1.0,2.0,30,$120.00 
10409218,37.74398,-122.47127,House,Entire home/apt,2.5,3.0,3,$650.00 
10410858,37.75558,-122.42686,Condominium,Entire home/apt,3.0,4.0,3,$480.00 
10418322,37.7792,-122.43533,House,Private room,1.0,1.0,2,$98.00 
10427768,37.77362,-122.42591,Apartment,Private room,1.0,1.0,1,$99.00 
10431578,37.80546,-122.41848,Apartment,Entire home/apt,1.0,1.0,30,$140.00 
10437411,37.77025,-122.44738,Guest suite,Entire home/apt,1.0,0.0,2,$195.00 
10454172,37.75124,-122.43891,House,Entire home/apt,1.0,1.0,30,$110.00 
10454632,37.74754,-122.40578,House,Private room,1.0,1.0,3,$99.00 
10455934,37.76818,-122.42416,Apartment,Entire home/apt,1.0,0.0,30,$180.00 
10455995,37.75802,-122.39756,Apartment,Private room,1.0,1.0,5,$125.00 
10458279,37.74941,-122.46641,House,Entire home/apt,2.0,3.0,30,$250.00 
10469182,37.78113,-122.5011,House,Private room,1.0,1.0,2,$130.00 
10477007,37.78812,-122.41063,Condominium,Entire home/apt,1.0,1.0,1,$259.00 
10477793,37.7441,-122.47482,Guest suite,Private room,1.0,1.0,2,$120.00 
10494263,37.75628,-122.42349,Apartment,Private room,1.0,1.0,2,$150.00 
10496718,37.75993,-122.40821,Apartment,Entire home/apt,1.0,3.0,2,$209.00 
10500754,37.78705,-122.39334,Condominium,Private room,1.0,1.0,18,$179.00 
10502323,37.77325,-122.50589,Apartment,Entire home/apt,1.0,1.0,30,$165.00 
10517693,37.75218,-122.44197,Apartment,Entire home/apt,1.0,0.0,2,$117.00 
10524804,37.74905,-122.50223,Guest suite,Entire home/apt,1.0,1.0,2,$165.00 
10528294,37.76095,-122.42098,Apartment,Private room,1.0,1.0,2,$130.00 
10545518,37.75007,-122.43925,Apartment,Entire home/apt,2.5,3.0,30,$899.00 
10550345,37.78946,-122.40959,Apartment,Entire home/apt,1.0,0.0,4,$235.00 
10567595,37.74182,-122.40896,House,Private room,2.0,1.0,30,$99.00 
10572287,37.75817,-122.39978,House,Entire home/apt,1.0,2.0,30,$195.00 
10574350,37.76631,-122.4516,Apartment,Private room,1.0,1.0,2,$130.00 
10576099,37.80268,-122.42887,Condominium,Entire home/apt,1.0,2.0,3,$300.00 
10577391,37.78882,-122.41094,Apartment,Entire home/apt,1.0,0.0,2,$265.00 
10578137,37.75282,-122.438,House,Entire home/apt,1.0,3.0,30,$125.00 
10592126,37.78829,-122.42194,Apartment,Private room,1.0,1.0,30,$159.00 
10592499,37.79215,-122.43476,Apartment,Entire home/apt,1.0,1.0,2,$250.00 
10594703,37.77756,-122.41165,House,Private room,1.0,1.0,2,$120.00 
10599384,37.75065,-122.42873,Apartment,Private room,1.0,1.0,30,$95.00 
10603148,37.79565,-122.41871,House,Private room,1.5,1.0,1,$149.00 
10608275,37.77896,-122.44232,Apartment,Entire home/apt,2.0,2.0,3,$250.00 
10616635,37.76016,-122.43267,Serviced apartment,Entire home/apt,1.0,1.0,30,$175.00 
10632584,37.7417,-122.41181,House,Entire home/apt,1.0,3.0,2,$270.00 
10634387,37.71859,-122.40426,Guest suite,Entire home/apt,2.0,3.0,3,$990.00 
10638522,37.75319,-122.41606,Apartment,Entire home/apt,1.5,1.0,4,$153.00 
10648093,37.762,-122.39278,House,Entire home/apt,1.0,3.0,3,$500.00 
10651193,37.78647,-122.42258,Condominium,Entire home/apt,1.0,1.0,30,$150.00 
10660892,37.72729,-122.44225,Guest suite,Entire home/apt,1.0,1.0,3,$170.00 
10661953,37.74287,-122.42206,Condominium,Private room,1.0,1.0,4,$75.00 
10676501,37.77761,-122.46018,House,Private room,1.0,1.0,5,$90.00 
10681956,37.76261,-122.49146,House,Entire home/apt,2.0,2.0,3,$300.00 
10684058,37.79926,-122.42054,Condominium,Entire home/apt,2.0,3.0,3,$587.00 
10698325,37.73994,-122.41502,Guest suite,Entire home/apt,1.0,1.0,30,$110.00 
10706423,37.79137,-122.40606,Apartment,Entire home/apt,1.0,0.0,1,$80.00 
10729994,37.75353,-122.41015,Apartment,Entire home/apt,1.0,2.0,30,$175.00 
10747219,37.79782,-122.41521,Apartment,Entire home/apt,1.0,1.0,2,$198.00 
10749747,37.72778,-122.44241,House,Private room,1.0,1.0,2,$100.00 
10752189,37.76003,-122.44952,Apartment,Entire home/apt,1.0,1.0,30,$95.00 
10752203,37.76311,-122.40597,House,Entire home/apt,1.0,2.0,3,$525.00 
10764310,37.7806,-122.435,House,Entire home/apt,2.5,4.0,21,$500.00 
10765781,37.79313,-122.40482,House,Shared room,2.5,1.0,30,$30.00 
10767017,37.76236,-122.42385,Apartment,Entire home/apt,2.0,4.0,2,$900.00 
10767861,37.77431,-122.42169,Apartment,Private room,1.0,1.0,1,$115.00 
10769424,37.77361,-122.50037,Guest suite,Entire home/apt,1.0,1.0,2,$70.00 
10784554,37.77384,-122.42919,Condominium,Entire home/apt,1.0,2.0,7,$265.00 
10787034,37.73555,-122.42724,House,Private room,1.5,1.0,3,$79.00 
10787814,37.77751,-122.4365,Apartment,Entire home/apt,1.0,1.0,30,$155.00 
10788469,37.72629,-122.40463,House,Entire home/apt,2.0,3.0,2,$320.00 
10789339,37.79687,-122.41381,Apartment,Entire home/apt,1.0,1.0,30,$300.00 
10792245,37.79404,-122.43177,Serviced apartment,Entire home/apt,1.0,1.0,3,$245.00 
10805884,37.79136,-122.4061,Boutique hotel,Private room,2.0,1.0,2,$300.00 
10806778,37.78398,-122.46221,Apartment,Entire home/apt,1.5,2.0,30,$131.00 
10810544,37.78506,-122.46393,Apartment,Entire home/apt,1.0,1.0,30,$129.00 
10812630,37.77794,-122.47993,House,Entire home/apt,1.0,3.0,30,$198.00 
10813277,37.77225,-122.43386,Condominium,Private room,1.0,1.0,2,$119.00 
10814122,37.7555,-122.43886,House,Private room,1.0,1.0,2,$155.00 
10823468,37.80465,-122.42262,Condominium,Entire home/apt,2.0,2.0,1,"$1,149.00 "
10828944,37.77219,-122.42565,Townhouse,Entire home/apt,1.0,3.0,4,$300.00 
10829828,37.78291,-122.45949,House,Entire home/apt,4.5,5.0,3,$900.00 
10832099,37.76051,-122.42349,Apartment,Entire home/apt,1.0,2.0,2,$850.00 
10832295,37.77281,-122.45204,Condominium,Entire home/apt,1.0,2.0,5,$450.00 
10835637,37.77231,-122.42411,Townhouse,Private room,1.0,2.0,2,$105.00 
10835661,37.77003,-122.42355,Apartment,Entire home/apt,2.0,2.0,30,$270.00 
10840593,37.7399,-122.41746,Apartment,Entire home/apt,1.0,2.0,2,$185.00 
10858096,37.7765,-122.40398,Apartment,Entire home/apt,2.0,2.0,30,$269.00 
10859050,37.75548,-122.49992,House,Private room,1.0,1.0,1,$70.00 
10862977,37.79543,-122.43711,Apartment,Entire home/apt,2.0,2.0,30,$240.00 
10863850,37.77046,-122.45271,Condominium,Entire home/apt,2.0,2.0,4,$200.00 
10864914,37.74704,-122.42582,Apartment,Entire home/apt,1.0,1.0,30,$165.00 
10864966,37.75019,-122.41517,Apartment,Entire home/apt,1.0,2.0,90,$180.00 
10876562,37.75875,-122.43514,Apartment,Entire home/apt,1.0,1.0,30,$199.00 
10883329,37.78252,-122.4215,Hostel,Shared room,2.0,1.0,5,$99.00 
10886231,37.7174,-122.46943,House,Private room,1.0,1.0,1,$95.00 
10889831,37.75378,-122.43845,House,Private room,1.0,1.0,2,$125.00 
10891431,37.76082,-122.41393,Apartment,Entire home/apt,1.0,1.0,31,$110.00 
10897864,37.79822,-122.44095,Condominium,Entire home/apt,1.0,0.0,30,$195.00 
10905721,37.78267,-122.46974,Guest suite,Entire home/apt,1.0,1.0,2,$149.00 
10925833,37.75196,-122.44851,House,Entire home/apt,1.0,2.0,3,$300.00 
10926639,37.77363,-122.44657,Condominium,Private room,1.0,1.0,2,$109.00 
10929061,37.77771,-122.47169,House,Private room,1.0,1.0,3,$115.00 
10930490,37.72001,-122.39249,House,Entire home/apt,1.0,1.0,2,$85.00 
10943827,37.73885,-122.43594,Guest suite,Entire home/apt,1.0,1.0,2,$160.00 
10956845,37.7998,-122.42506,Apartment,Private room,1.0,1.0,31,$54.00 
10963158,37.79154,-122.40648,Boutique hotel,Private room,1.0,1.0,2,$250.00 
10963865,37.79152,-122.40674,Boutique hotel,Private room,1.0,1.0,1,$300.00 
10965525,37.72946,-122.46545,Guest suite,Entire home/apt,1.0,1.0,1,$295.00 
10968239,37.74114,-122.49292,House,Private room,1.0,1.0,2,$89.00 
10971773,37.71869,-122.44658,House,Entire home/apt,1.0,2.0,2,$160.00 
10974118,37.71348,-122.48359,Townhouse,Private room,1.0,1.0,30,$100.00 
10981310,37.75581,-122.43306,House,Private room,1.0,1.0,3,$150.00 
10985925,37.80319,-122.40742,Apartment,Entire home/apt,1.0,2.0,30,$100.00 
10989099,37.76295,-122.45447,House,Entire home/apt,1.0,1.0,30,$120.00 
10990428,37.74715,-122.40745,House,Private room,1.0,1.0,3,$95.00 
10992778,37.79995,-122.42271,Apartment,Entire home/apt,2.0,2.0,30,$399.00 
10998250,37.80535,-122.42158,Condominium,Private room,1.0,1.0,30,$70.00 
10998662,37.78034,-122.39754,Condominium,Entire home/apt,1.0,1.0,30,$176.00 
10998901,37.73063,-122.4473,Apartment,Entire home/apt,1.0,1.0,31,$120.00 
11013337,37.74833,-122.48231,House,Entire home/apt,1.5,2.0,30,$150.00 
11023703,37.73428,-122.44951,Guest suite,Entire home/apt,1.0,1.0,3,$120.00 
11037546,37.71742,-122.46542,Apartment,Entire home/apt,1.0,2.0,30,$135.00 
11043803,37.79146,-122.40638,Boutique hotel,Private room,1.0,1.0,2,$250.00 
11048190,37.75161,-122.42143,Apartment,Entire home/apt,1.0,1.0,31,$165.00 
11048759,37.75503,-122.40184,Guest suite,Entire home/apt,1.0,0.0,31,$155.00 
11075529,37.72458,-122.43151,House,Private room,1.5,1.0,13,$45.00 
11100497,37.73427,-122.43625,House,Entire home/apt,1.0,1.0,3,$300.00 
11100926,37.73658,-122.42035,Guest suite,Entire home/apt,1.0,1.0,3,$100.00 
11104122,37.75735,-122.4311,House,Entire home/apt,1.0,2.0,3,$434.00 
11115880,37.75472,-122.41034,Apartment,Entire home/apt,1.0,2.0,3,$350.00 
11122531,37.74418,-122.43233,Guest suite,Entire home/apt,1.0,1.0,1,$146.00 
11163298,37.71968,-122.44973,House,Entire home/apt,1.5,4.0,30,$220.00 
11163409,37.7883,-122.45788,House,Entire home/apt,4.5,5.0,5,"$1,040.00 "
11169030,37.73459,-122.41968,House,Private room,1.0,1.0,2,$130.00 
11181016,37.74316,-122.41914,House,Entire home/apt,3.0,3.0,3,$325.00 
11183089,37.78946,-122.413,Guest suite,Entire home/apt,1.0,1.0,2,$252.00 
11185685,37.75351,-122.40733,Apartment,Entire home/apt,1.0,2.0,30,$121.00 
11190379,37.80228,-122.40691,House,Entire home/apt,2.0,3.0,3,$700.00 
11191951,37.76385,-122.44306,Guest suite,Entire home/apt,1.0,1.0,2,$165.00 
11205132,37.78796,-122.39299,Apartment,Entire home/apt,1.0,1.0,30,$225.00 
11206217,37.7722,-122.39164,Apartment,Entire home/apt,1.0,1.0,30,$205.00 
11207794,37.79069,-122.3932,Apartment,Entire home/apt,1.0,1.0,30,$215.00 
11225011,37.75247,-122.41173,House,Private room,1.0,1.0,3,$135.00 
11228828,37.79435,-122.43624,Condominium,Entire home/apt,2.0,2.0,30,$650.00 
11238527,37.71793,-122.43393,House,Entire home/apt,3.0,5.0,2,$250.00 
11241173,37.75319,-122.40195,Townhouse,Private room,1.0,1.0,2,$88.00 
11241509,37.79024,-122.41938,Apartment,Private room,1.0,1.0,30,$120.00 
11241783,37.79102,-122.41923,Apartment,Private room,1.0,1.0,30,$90.00 
11242027,37.79206,-122.42135,Apartment,Private room,1.0,1.0,30,$120.00 
11242044,37.79227,-122.42059,Apartment,Private room,1.0,1.0,30,$120.00 
11242172,37.79598,-122.40448,Guest suite,Entire home/apt,1.0,2.0,30,$108.00 
11259062,37.75239,-122.42648,Guesthouse,Entire home/apt,1.0,0.0,30,$159.00 
11277106,37.78547,-122.46457,Apartment,Entire home/apt,1.0,2.0,30,$139.00 
11284679,37.72979,-122.37094,Apartment,Entire home/apt,1.0,1.0,180,$250.00 
11297447,37.79849,-122.40407,Bed and breakfast,Shared room,10.0,1.0,1,$69.00 
11301106,37.79541,-122.43665,Apartment,Entire home/apt,1.0,1.0,30,$132.00 
11305302,37.76549,-122.45321,Apartment,Private room,4.0,1.0,32,$69.00 
11315222,37.80384,-122.40892,Condominium,Entire home/apt,2.0,2.0,30,$250.00 
11338538,37.78269,-122.42847,Townhouse,Entire home/apt,2.0,3.0,30,$295.00 
11343122,37.78784,-122.45171,Apartment,Entire home/apt,1.0,1.0,30,$124.00 
11345707,37.73563,-122.4377,Bungalow,Entire home/apt,1.0,0.0,3,$125.00 
11352921,37.761,-122.4218,Condominium,Entire home/apt,1.0,1.0,4,$245.00 
11377740,37.78552,-122.44538,Other,Entire home/apt,1.5,1.0,31,$135.00 
11378998,37.80066,-122.44032,Apartment,Entire home/apt,1.0,1.0,31,$650.00 
11418638,37.73567,-122.423,Guest suite,Entire home/apt,1.0,1.0,2,$159.00 
11421711,37.75948,-122.39655,Apartment,Private room,1.0,1.0,5,$125.00 
11434490,37.74058,-122.41581,House,Entire home/apt,1.0,2.0,30,$141.00 
11435584,37.79095,-122.43436,House,Entire home/apt,2.5,3.0,3,"$1,350.00 "
11437138,37.77733,-122.41078,House,Private room,1.0,1.0,1,$100.00 
11437331,37.77622,-122.41113,House,Private room,1.0,1.0,1,$95.00 
11437442,37.77716,-122.40931,House,Private room,1.5,1.0,1,$90.00 
11437509,37.77737,-122.41072,House,Private room,1.5,1.0,1,$80.00 
11439120,37.79209,-122.40611,Apartment,Entire home/apt,1.0,2.0,30,$149.00 
11439405,37.79202,-122.40585,Apartment,Entire home/apt,1.0,2.0,30,$149.00 
11439599,37.79204,-122.40618,Apartment,Entire home/apt,1.0,1.0,30,$126.00 
11442093,37.78199,-122.4217,Boutique hotel,Private room,14.0,14.0,7,$69.00 
11442567,37.76515,-122.40584,House,Entire home/apt,1.0,1.0,3,$114.00 
11446614,37.7629,-122.41873,Apartment,Entire home/apt,1.0,1.0,30,$99.00 
11456250,37.74494,-122.43084,Apartment,Entire home/apt,1.0,1.0,30,$116.00 
11461771,37.78208,-122.42177,Hotel,Private room,1.0,1.0,7,$69.00 
11464408,37.72602,-122.44089,Apartment,Entire home/apt,1.0,1.0,3,$126.00 
11474754,37.77928,-122.4528,Condominium,Entire home/apt,2.0,2.0,3,$400.00 
11493791,37.75726,-122.40933,Apartment,Entire home/apt,2.0,2.0,30,$118.00 
11513111,37.75122,-122.47071,House,Private room,1.0,1.0,1,$140.00 
11531128,37.77558,-122.45519,House,Entire home/apt,1.0,2.0,2,$289.00 
11531859,37.74143,-122.49269,House,Private room,1.0,1.0,3,$79.00 
11532945,37.74459,-122.42752,Guest suite,Entire home/apt,1.0,2.0,3,$185.00 
11549175,37.77938,-122.4995,House,Entire home/apt,2.0,3.0,1,$600.00 
11556239,37.78002,-122.50385,House,Private room,1.0,1.0,3,$75.00 
11591266,37.79014,-122.41685,Apartment,Entire home/apt,1.0,1.0,30,$148.00 
11592372,37.76182,-122.50462,Tiny house,Entire home/apt,1.0,2.0,4,$230.00 
11605954,37.72887,-122.46213,House,Entire home/apt,1.5,3.0,2,$425.00 
11606260,37.75463,-122.42465,Apartment,Entire home/apt,1.0,1.0,30,$116.00 
11610521,37.74054,-122.41867,House,Entire home/apt,1.0,1.0,60,$119.00 
11610642,37.76004,-122.44558,House,Entire home/apt,2.5,2.0,7,$260.00 
11620002,37.72547,-122.43211,Apartment,Entire home/apt,1.0,1.0,7,$105.00 
11636621,37.78609,-122.42885,Condominium,Entire home/apt,1.0,2.0,30,$220.00 
11659435,37.76159,-122.40461,Apartment,Entire home/apt,1.0,2.0,3,$249.00 
11674092,37.77419,-122.42944,Condominium,Entire home/apt,2.0,1.0,3,$280.00 
11674758,37.76564,-122.41746,Apartment,Private room,2.0,1.0,3,$135.00 
11701569,37.75995,-122.43539,Apartment,Entire home/apt,1.0,1.0,30,$150.00 
11713614,37.75465,-122.4002,Guesthouse,Entire home/apt,1.0,2.0,5,$215.00 
11715246,37.73315,-122.44436,House,Private room,1.0,1.0,30,$90.00 
11719688,37.7758,-122.49772,Guest suite,Entire home/apt,1.0,1.0,2,$299.00 
11752686,37.75728,-122.42097,Apartment,Entire home/apt,1.0,0.0,5,$148.00 
11760120,37.77438,-122.42413,House,Entire home/apt,2.5,4.0,3,"$1,600.00 "
11761292,37.79734,-122.41571,Apartment,Entire home/apt,1.0,3.0,90,$170.00 
11775546,37.7893,-122.41304,Guest suite,Entire home/apt,1.0,1.0,2,$252.00 
11795676,37.79011,-122.41658,Apartment,Entire home/apt,1.0,1.0,30,$115.00 
11798814,37.80006,-122.44616,Condominium,Entire home/apt,1.0,2.0,30,$199.00 
11834467,37.80086,-122.41394,Apartment,Private room,1.5,1.0,30,$82.00 
11842522,37.77418,-122.43196,Apartment,Entire home/apt,1.0,1.0,2,$159.00 
11845171,37.77475,-122.39407,Condominium,Entire home/apt,2.0,1.0,90,$170.00 
11845487,37.73907,-122.47727,Apartment,Entire home/apt,1.0,1.0,3,$140.00 
11851112,37.77877,-122.47201,Condominium,Entire home/apt,1.5,3.0,30,$175.00 
11868448,37.7823,-122.44046,Apartment,Private room,1.0,1.0,1,$239.00 
11886255,37.78394,-122.40991,Apartment,Entire home/apt,1.0,0.0,30,$79.00 
11888682,37.74625,-122.42361,Condominium,Private room,1.0,1.0,2,$195.00 
11910999,37.76359,-122.48245,House,Private room,1.0,1.0,2,$55.00 
11911651,37.75923,-122.39717,House,Entire home/apt,2.0,4.0,2,$600.00 
11912034,37.76294,-122.46931,House,Private room,1.0,1.0,30,$120.00 
11923264,37.74819,-122.40914,Apartment,Entire home/apt,1.0,1.0,2,$150.00 
11924237,37.73103,-122.44218,Tiny house,Entire home/apt,1.0,1.0,3,$160.00 
11939561,37.75177,-122.41543,Apartment,Entire home/apt,1.0,0.0,3,$165.00 
11942275,37.73615,-122.45143,House,Entire home/apt,2.0,3.0,4,$275.00 
11947349,37.76364,-122.43474,House,Private room,1.0,1.0,3,$140.00 
11948102,37.77384,-122.4711,Condominium,Entire home/apt,2.0,3.0,7,$360.00 
11949198,37.76406,-122.43392,House,Private room,1.0,1.0,3,$160.00 
11998353,37.77779,-122.43207,Condominium,Private room,1.0,1.0,2,$100.00 
12004930,37.79216,-122.4065,Apartment,Entire home/apt,1.0,1.0,30,$123.00 
12008385,37.72468,-122.47131,House,Private room,1.0,1.0,2,$129.00 
12025717,37.75857,-122.48878,Apartment,Entire home/apt,1.0,1.0,1,$139.00 
12026845,37.74495,-122.42992,House,Private room,1.0,1.0,1,$99.00 
12026856,37.74539,-122.43046,House,Private room,1.0,1.0,1,$105.00 
12037978,37.74377,-122.41828,Apartment,Entire home/apt,1.0,2.0,3,$208.00 
12041223,37.73691,-122.41083,Guest suite,Private room,1.0,1.0,2,$75.00 
12041358,37.75356,-122.44223,House,Private room,1.0,1.0,30,$101.00 
12057024,37.76253,-122.44885,Apartment,Entire home/apt,1.5,3.0,30,$195.00 
12088624,37.77674,-122.40911,Condominium,Entire home/apt,1.5,2.0,30,$199.00 
12089415,37.77665,-122.44127,Apartment,Entire home/apt,1.0,1.0,30,$136.00 
12110830,37.72052,-122.39151,House,Entire home/apt,1.0,1.0,1,$108.00 
12111841,37.7874,-122.40845,Apartment,Private room,1.0,1.0,1,$110.00 
12111957,37.78726,-122.40955,Apartment,Private room,1.0,1.0,1,$110.00 
12115392,37.75675,-122.42467,Apartment,Private room,1.0,1.0,1,$104.00 
12126766,37.79795,-122.41091,Apartment,Entire home/apt,1.0,0.0,30,$135.00 
12137566,37.77211,-122.43204,Condominium,Entire home/apt,2.0,3.0,30,$350.00 
12151600,37.72722,-122.41951,House,Entire home/apt,1.0,2.0,1,$183.00 
